datasetID;urlDownload;urlInfo;doi
lgt-ges-eddycovariance;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
ldm-ges-eddycovariance;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
frn-ges-eddycovariance;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
lgt-meteosol-meteosol;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
frn-meteosol-meteosol;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
ldm-meteosol-meteosol;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
bdz-meteosol-meteosol;https://data-snot.cnrs.fr;https://www.sno-tourbieres.cnrs.fr/;https://www.sno-tourbieres.cnrs.fr/
